Image Name,FPS,Fire Scores,Smoke Scores
image1.jpg,3.61,"0.7577,0.6935",
image2.jpg,7.03,0.6139,0.7516
image3.jpeg,5.58,0.7158,0.8761
image4.jpg,5.68,,0.8256
image5.jpg,5.36,"0.6563,0.5131",
image6.jpg,6.56,"0.7431,0.7185,0.6852",
image7.jpg,6.69,"0.9056,0.8299,0.7369,0.7075,0.5851,0.5663","0.7775,0.5624"
image8.jpg,6.82,,
image9.jpeg,6.36,,0.7340
