Image Name,FPS,Fire Scores,Smoke Scores
image1.jpg,4.00,"0.7294,0.6092,0.5962",
image2.jpg,8.70,0.7106,0.8136
image3.jpeg,7.70,0.7175,0.8195
image4.jpg,7.07,,0.6518
image5.jpg,8.15,0.6623,
image6.jpg,7.17,"0.6987,0.6760,0.5841",
image7.jpg,6.79,"0.8755,0.8645,0.7035,0.5863,0.5836","0.8497,0.7855"
image8.jpg,6.44,,0.5672
image9.jpeg,7.82,,0.7265
